customer_id,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn
4195-NZGTA,Female,No,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
7157-SMCFK,Male,No,No,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
4709-LKHYG,Female,No,Yes,Yes,Yes,No,No,,,,,,,One year,No,Electronic check,No
2504-DSHIH,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,No
0699-NDKJM,Female,No,Yes,No,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
9286-BHDQG,Male,No,Yes,Yes,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),No
0230-WEQUW,Male,No,Yes,No,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
2040-LDIWQ,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
6496-JDSSB,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
9408-SSNVZ,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4443-EMBNA,Female,No,Yes,No,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),No
6469-MRVET,Male,No,Yes,Yes,Yes,No,No,,,,,,,One year,Yes,Electronic check,No
0742-MOABM,Male,No,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,Yes
5961-VUSRV,Female,No,No,No,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),No
6778-JFCMK,Male,No,No,No,No,,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,No
6341-JVQGF,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No
2232-DMLXU,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,Yes
4811-JBUVU,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No
0945-TSONX,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
2651-ZCBXV,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
3316-UWXUY,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No
8937-RDTHP,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,Yes
7083-MIOPC,Female,No,No,No,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),No
1984-GPTEH,Female,No,No,No,Yes,Yes,No,,,,,,,Month-to-month,No,Electronic check,No
1251-KRREG,Male,No,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
0621-JFHOL,Female,No,No,No,No,,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,No
9903-LYSAB,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
0094-OIFMO,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
9227-UAQFT,Male,No,No,No,Yes,No,No,,,,,,,Two year,No,Mailed check,No
7301-ABVAD,Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
6614-FHDBO,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
7576-ASEJU,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
9058-HRZSV,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,No
4522-AKYLR,Female,Yes,No,No,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
0221-WMXNQ,Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No
0303-UNCIP,Male,No,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,No
9947-OTFQU,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
0322-YINQP,Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
0959-WHOKV,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,No
4075-JFPGR,Female,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,No
4629-NRXKX,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
9514-JDSKI,Male,Yes,Yes,No,No,,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,Yes
3282-ZISZV,Male,No,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
3675-YDUPJ,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,No
4111-BNXIF,Female,No,Yes,Yes,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
7017-VFHAY,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
6655-LHBYW,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
4959-JOSRX,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
5046-NUHWD,Female,Yes,Yes,No,No,,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
7273-TEFQD,Male,Yes,No,No,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
3606-TWKGI,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
7529-ZDFXI,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
7605-BDWDC,Female,No,No,No,No,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No
1950-KSVVJ,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,No
0123-CRBRT,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
6292-TOSSS,Male,No,No,No,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),No
3197-ARFOY,Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
6323-AYBRX,Male,No,No,No,Yes,No,No,,,,,,,Two year,No,Mailed check,Yes
7014-ZZXAW,Female,No,Yes,No,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),No
4385-GZQXV,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
7633-MVPUY,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,No
6366-ZGQGL,Male,No,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
4716-HHKQH,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,No
5940-AHUHD,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
6432-TWQLB,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
4484-GLZOU,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
3179-GBRWV,Male,Yes,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
8645-KWHJO,Male,No,No,No,No,,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
4130-MZLCC,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
0314-TKOSI,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,No
8229-MYEJZ,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No
2080-SRCDE,Female,No,No,Yes,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,No
9577-WJVCQ,Female,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No
9512-UIBFX,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
6202-DYYFX,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),No
3808-HFKDE,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
5583-SXDAG,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
3488-PGMQJ,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
3580-REOAC,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
7534-BFESC,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
3727-OWVYD,Male,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,No
2294-SALNE,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,No
4847-TAJYI,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
1563-IWQEX,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
8203-XJZRC,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
6556-DBKZF,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,No
6851-WEFYX,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
2985-JUUBZ,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
6390-DSAZX,Female,No,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
0895-LMRSF,Male,No,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
8098-LLAZX,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
8266-VBFQL,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
8181-YHCMF,Female,No,Yes,Yes,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
2240-HSJQD,Male,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
1248-DYXUB,Male,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Mailed check,No
0265-EDXBD,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4115-BNPJY,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
3167-SNQPL,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
4091-TVOCN,Male,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No
1098-TDVUQ,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),No
7277-OZCGZ,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
1557-EMYVT,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
2799-ARNLO,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
7563-BIUPC,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
5027-YOCXN,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),No
3973-SKMLN,Male,No,No,No,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),No
2321-OMBXY,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),Yes
2840-XANRC,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
6745-JEFZB,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No
5020-ZSTTY,Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),Yes
9880-TDQAC,Female,No,Yes,Yes,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
8705-WZCYL,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
7102-JJVTX,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,No
8626-PTQGE,Male,No,No,No,No,,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4983-CLMLV,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
5701-YVSVF,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
5804-LEPIM,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
5697-GOMBF,Female,Yes,Yes,Yes,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
2739-CACDQ,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No
9385-EHGDO,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,Yes,Mailed check,No
9498-FIMXL,Female,No,No,No,Yes,No,No,,,,,,,One year,Yes,Mailed check,No
2379-GYFLQ,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No
0122-OAHPZ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
2868-SNELZ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,Yes
4322-RCYMT,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),Yes
6680-NENYN,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,Yes
2088-IEBAU,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
7982-VCELR,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
1343-EHPYB,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
6035-BXTTY,Female,Yes,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
6885-PKOAM,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
7520-HQWJU,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
9639-BUJXT,Male,No,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
5924-SNGKP,Female,No,No,Yes,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),No
0021-IKXGC,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
2034-GDRCN,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
8966-SNIZF,Female,No,Yes,No,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),No
6243-OZGFH,Female,No,No,No,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
4654-DLAMQ,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),No
0513-RBGPE,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No
5160-UXJED,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,No
4115-NZRKS,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0219-YTZUE,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
0623-IIHUG,Female,Yes,No,No,No,,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4572-DVCGN,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
3351-NGXYI,Female,Yes,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
8984-EYLLL,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No
9057-MSWCO,Male,Yes,Yes,No,No,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes
9833-TGFHX,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,No
9294-TDIPC,Male,No,No,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
5229-DTFYB,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
0104-PPXDV,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),No
5176-LMJXE,Female,No,No,No,Yes,No,No,,,,,,,Two year,Yes,Mailed check,No
3583-KRKMD,Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No
1010-DIAUQ,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes
9069-LGEUL,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
7302-ZHMHP,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
9571-EDEBV,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No
3520-FJGCV,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
6563-VRERX,Male,No,Yes,Yes,Yes,No,No,,,,,,,One year,No,Mailed check,No
0259-GBZSH,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
6122-EFVKN,Male,No,No,Yes,No,,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,No
2805-EDJPQ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No
6862-CQUMB,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
7156-MXBJE,Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
6158-HDPXZ,Male,No,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
9601-BRXPO,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
2863-IMQDR,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No
5686-CMAWK,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,No
5651-CRHKQ,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),No
6905-NIQIN,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,Yes
8204-YJCLA,Male,Yes,Yes,Yes,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
5167-ZFFMM,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
6583-SZVGP,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4895-TMWIR,Male,Yes,Yes,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,Yes
0533-BNWKF,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
1708-PBBOA,Female,No,No,No,No,,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,No
8782-LKFPK,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,No
5522-JBWMO,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
3597-MVHJT,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
9774-NRNAU,Male,Yes,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
0224-RLWWD,Female,Yes,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
9967-ATRFS,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
3951-NJCVI,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
2977-CEBSX,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
0177-PXBAT,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
6599-CEBNN,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
2519-ERQOJ,Male,Yes,No,No,No,,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
5876-QMYLD,Female,No,Yes,Yes,Yes,No,No,,,,,,,One year,No,Mailed check,No
2277-AXSDC,Female,No,No,No,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),No
9442-JTWDL,Female,No,No,No,Yes,No,No,,,,,,,One year,No,Credit card (automatic),No
0979-PHULV,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
3067-SVMTC,Female,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),No
5495-GPSRW,Male,No,No,No,Yes,No,No,,,,,,,Two year,Yes,Mailed check,No
7606-BPHHN,Male,No,No,No,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),No
4742-DRORA,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No
0111-KLBQG,Male,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
4800-VHZKI,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,Yes
7989-CHGTL,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,Yes
0334-GDDSO,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4163-NCJAK,Female,No,Yes,No,Yes,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),No
5233-AOZUF,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
5973-EJGDP,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,No
1996-DBMUS,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
7916-VCCPB,Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
4686-GEFRM,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No
5249-QYHEX,Female,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,No
0578-SKVMF,Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
5564-NEMQO,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
2233-FAGXV,Female,No,Yes,Yes,Yes,Yes,No,,,,,,,Month-to-month,Yes,Mailed check,No
5605-IYGFG,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
7663-ZTEGJ,Male,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No
